Id,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,Probability,Predicted_class,Risk
56638,0.9999999,37,1,0.0,2870.0,7,0,0,0,2.0,0.2126226991029065,1,medium
56639,0.0,50,0,0.62371134,4849.0,11,0,2,0,2.0,0.0227892291080559,0,low
56640,0.090944542,74,1,0.201079892,10000.0,15,0,2,0,0.0,0.0462933963228074,0,low
56641,0.859898088,35,4,0.213486657,16000.0,11,0,1,0,3.0,0.3511089615745902,1,medium
56642,0.260576539,47,0,0.437506956,8984.0,9,0,1,0,4.0,0.0188354383432491,0,low
56643,0.0,47,1,1567.0,,7,0,1,0,0.0,0.0342778228770133,0,low
56644,0.9999999,61,0,0.233402396,11100.0,4,3,1,2,3.0,0.4852331792367442,1,medium
56645,0.108220604,61,0,0.439149811,5833.0,8,0,1,0,0.0,0.0078484139345971,0,low
56646,0.079951175,71,0,0.364534989,16590.0,12,0,2,0,1.0,0.0094391027894211,0,low
56647,0.078066914,39,0,0.6233604,1600.0,4,0,1,0,2.0,0.0129837514821545,0,low
56648,0.009272446,44,0,0.34495688,8000.0,15,0,2,0,4.0,0.0111248442589855,0,low
56649,0.978007582,73,0,0.296822928,4500.0,15,0,0,0,0.0,0.1299683440604528,1,medium
56650,0.007464943,52,0,0.001502253,5990.0,8,0,0,0,0.0,0.005602817189047,0,low
56651,0.041376436,65,0,0.009490437,6848.0,8,0,0,0,0.0,0.0045390489024083,0,low
56652,0.06108987,82,0,0.017193123,2500.0,5,0,0,0,0.0,0.0052694847080422,0,low
56653,0.347014511,67,0,0.344110526,7020.0,9,1,2,0,1.0,0.123056328704679,1,medium
56654,0.597920726,41,0,0.178449594,8500.0,6,0,0,0,3.0,0.0290195190759489,0,low
56655,0.035448854,63,0,0.141857268,8000.0,6,0,1,0,1.0,0.0045951634267878,0,low
56656,0.823961792,71,0,1858.0,,3,0,1,0,0.0,0.0199943489277493,0,low
56657,0.442286947,30,1,0.171223022,2779.0,4,0,0,0,2.0,0.1022980496120925,1,medium
56658,0.782839074,31,1,0.437635811,2300.0,5,0,1,0,2.0,0.157362561763505,1,medium
56659,0.080108607,59,1,4962.0,,10,0,2,0,0.0,0.0320579584426521,0,low
56660,0.045132981,79,0,0.008693934,5060.0,4,0,0,0,0.0,0.0033766211935493,0,low
56661,0.055139706,86,0,0.045859001,1460.0,4,0,0,0,0.0,0.0048557442411613,0,low
56662,0.0,51,0,1847.0,,5,0,1,0,0.0,0.008030108855338,0,low
56663,0.006839486,55,0,0.181776869,4400.0,3,0,1,0,0.0,0.0047244944986582,0,low
56664,1.068057154,60,0,0.47208619,4083.0,10,0,0,0,0.0,0.082040266261845,0,low
56665,0.626874625,31,0,0.08247709,3600.0,2,0,0,0,0.0,0.0509787560197853,0,low
56666,0.200417004,39,0,4271.0,0.0,9,0,1,0,2.0,0.0224592394770901,0,low
56667,0.9999999,26,0,0.114442779,2000.0,1,0,0,1,0.0,0.2797863045648382,1,medium
56668,0.462015856,43,0,0.338997273,14300.0,16,0,4,0,0.0,0.0481483187480138,0,low
56669,0.0,72,0,4213.0,,8,0,4,0,0.0,0.0075679632642338,0,low
56670,0.0,40,0,0.25134973,5000.0,7,0,2,0,3.0,0.0127835638768819,0,low
56671,0.514425546,36,0,0.167053833,9900.0,7,0,1,0,4.0,0.0402737595815519,0,low
56672,0.015576324,52,0,0.35945249,5040.0,3,0,1,0,0.0,0.0102081231966605,0,low
56673,0.46591856,60,0,1912.0,,4,0,1,0,1.0,0.0166383549137972,0,low
56674,0.214975934,49,0,0.312488638,5500.0,18,0,1,0,0.0,0.0221914186090084,0,low
56675,0.072636606,54,0,81.0,,5,0,0,0,0.0,0.0088187425258473,0,low
56676,0.068030983,55,0,2529.0,,10,0,2,0,3.0,0.0091267435180709,0,low
56677,0.082206798,63,0,0.368429026,6600.0,20,0,2,0,1.0,0.0148536240015207,0,low
56678,0.914943943,49,1,1.335733141,4166.0,13,0,2,0,1.0,0.2990143337268747,1,medium
56679,0.02228634,47,2,0.135525439,4500.0,3,0,0,0,0.0,0.0809827292827445,0,low
56680,0.034890949,70,0,0.177807744,5190.0,6,0,0,0,0.0,0.0031624296179203,0,low
56681,0.9999999,51,0,0.0,6250.0,0,1,0,0,0.0,0.3420517731230929,1,medium
56682,0.0,49,0,0.218149433,10666.0,8,0,1,0,0.0,0.0097409945766395,0,low
56683,0.047478043,59,0,0.20238713,1926.0,8,0,0,0,0.0,0.009839268725673,0,low
56684,0.021685731,77,0,0.009775605,4500.0,5,0,0,0,1.0,0.0030433648989107,0,low
56685,0.271277002,44,0,0.422135639,8212.0,12,0,2,0,1.0,0.0218330519488616,0,low
56686,0.085668117,68,1,0.801183235,12000.0,26,0,5,0,0.0,0.0707787553078252,0,low
56687,0.217927358,29,0,0.008074798,2352.0,3,0,0,0,0.0,0.0278850192652398,0,low
56688,0.653478075,49,0,0.207310268,3583.0,4,0,1,0,0.0,0.0375506296433044,0,low
56689,0.198897037,64,0,1071.0,,6,0,1,0,0.0,0.0052928122415692,0,low
56690,0.041644363,69,0,0.277753272,6800.0,16,0,2,0,0.0,0.0070909368709944,0,low
56691,0.9999999,38,0,1071.0,,0,0,0,0,0.0,0.1180680437316758,1,medium
56692,0.160176906,30,0,0.243894049,5813.0,7,0,0,0,2.0,0.0150870064650181,0,low
56693,0.125057228,49,0,0.148183556,1045.0,4,0,0,0,3.0,0.0146079884237297,0,low
56694,0.0,41,0,0.99840064,2500.0,6,0,2,0,0.0,0.022318202905811,0,low
56695,0.9999999,56,0,398.0,,2,0,1,0,,0.0690788732459751,0,low
56696,0.03667614,53,0,0.477940257,8000.0,16,0,4,0,0.0,0.0205554272666801,0,low
56697,0.381852209,63,0,1043.0,,11,0,0,0,0.0,0.0197830667546653,0,low
56698,0.753564155,36,1,1082.0,,6,0,1,1,0.0,0.2955056816689634,1,medium
56699,0.005416554,59,0,1893.0,,8,0,1,0,,0.0035211686620711,0,low
56700,1.081993167,73,0,0.422141119,4931.0,4,0,0,0,0.0,0.0290544424123464,0,low
56701,0.391374616,44,0,0.306965893,9000.0,12,0,2,0,0.0,0.0217380626242799,0,low
56702,0.052736841,49,0,0.258699304,12500.0,22,0,1,0,3.0,0.0123317828679618,0,low
56703,0.27263373,52,0,0.322486821,5500.0,8,0,1,0,3.0,0.016512029322286,0,low
56704,0.232262664,61,0,0.301220092,12621.0,5,0,2,0,0.0,0.0081236697017609,0,low
56705,0.105219893,57,0,0.358683672,6350.0,17,0,1,0,2.0,0.0147236697039409,0,low
56706,0.516710694,64,0,0.268089164,25166.0,18,0,2,0,1.0,0.0362849617176355,0,low
56707,0.070676578,46,0,0.378502829,7600.0,12,0,2,0,2.0,0.0142847072266934,0,low
56708,0.0,61,0,1189.0,,3,0,1,0,,0.0057635298697056,0,low
56709,0.06450291,28,0,0.177969424,2550.0,4,0,0,0,3.0,0.0246004862578958,0,low
56710,0.301170565,47,0,0.471125402,7774.0,17,0,2,0,3.0,0.0248083383897096,0,low
56711,0.013670021,74,0,0.003518649,1420.0,3,0,0,0,0.0,0.0045292666059666,0,low
56712,0.136446969,61,0,0.054686185,5942.0,8,0,0,0,0.0,0.0123386190245527,0,low
56713,0.069728685,42,0,0.81764207,2357.0,2,0,1,0,3.0,0.0212234943388331,0,low
56714,0.005257068,79,0,0.002430815,5347.0,8,0,0,0,0.0,0.0033855512157201,0,low
56715,0.0,54,0,69.0,,2,0,0,0,0.0,0.0109467452399212,0,low
56716,0.028948171,73,1,25.0,,3,0,0,0,0.0,0.0201647694943895,0,low
56717,0.215260344,72,1,0.351042559,3500.0,9,0,1,1,0.0,0.1854384893477156,1,medium
56718,0.949250777,48,4,2285.0,,8,0,0,0,0.0,0.2518900474008594,1,medium
56719,0.466948117,39,1,1708.0,,4,1,1,0,0.0,0.375792706707577,1,medium
56720,0.059706594,47,0,4625.0,,24,0,2,0,1.0,0.0160430456876372,0,low
56721,0.8048869,34,0,0.305051496,6116.0,7,0,3,0,5.0,0.056151372795103,0,low
56722,0.185003369,71,0,0.4895021,5000.0,6,0,1,0,1.0,0.0061679606728999,0,low
56723,0.001810762,58,0,0.198744087,12261.0,7,0,1,0,3.0,0.003560093136982,0,low
56724,0.091036605,87,0,0.015316719,3851.0,2,0,0,0,0.0,0.003924296395548,0,low
56725,0.9999999,48,0,0.309025463,7500.0,3,0,2,0,2.0,0.0524525280754524,0,low
56726,0.786364273,43,0,0.594637643,7533.0,7,0,2,0,2.0,0.0618935150826889,0,low
56727,0.621958625,59,0,0.303813741,7000.0,10,0,1,0,1.0,0.0257947286297957,0,low
56728,0.481646752,62,0,0.41198075,7895.0,7,0,1,0,0.0,0.0272342833275508,0,low
56729,0.014211691,61,0,416.0,,11,0,0,0,0.0,0.0069477927676893,0,low
56730,0.00888427,79,0,0.00459908,5000.0,15,0,0,0,0.0,0.0066025515071027,0,low
56731,0.158617335,62,0,0.307328605,6344.0,13,0,0,0,0.0,0.0091753093740387,0,low
56732,0.498864445,68,0,0.452958822,7333.0,9,0,2,0,1.0,0.0220996341998833,0,low
56733,0.155225993,57,0,2868.0,,6,0,2,0,1.0,0.0061719753737336,0,low
56734,0.981003799,44,0,0.200295034,6100.0,4,0,1,0,2.0,0.0663753758502165,0,low
56735,0.930341073,34,0,0.308866088,3800.0,10,0,0,0,0.0,0.1580107627373413,1,medium
56736,0.204393187,38,1,0.204445664,3643.0,4,0,0,0,0.0,0.0568281045267588,0,low
56737,0.776447106,23,0,0.26,2199.0,3,0,0,1,1.0,0.2158306650196002,1,medium
56738,0.0,65,0,0.156270831,10500.0,13,0,1,0,0.0,0.0073422070140929,0,low
56739,0.511040747,35,0,0.143585641,10000.0,6,0,0,0,0.0,0.0311846677421351,0,low
56740,0.9999999,49,0,0.037244562,3033.0,1,2,0,0,0.0,0.3570585876443304,1,medium
56741,0.667702165,27,0,0.331488655,1806.0,11,0,0,0,0.0,0.1572596024057286,1,medium
56742,0.403711182,38,0,1.122503329,750.0,6,0,0,0,2.0,0.0269937454977403,0,low
56743,0.9999999,46,0,0.153026155,17166.0,7,0,2,0,1.0,0.0758390462616929,0,low
56744,0.986168547,49,3,0.211260588,8027.0,8,2,0,0,2.0,0.4814262842955933,1,medium
56745,0.02559744,55,0,3070.0,,9,0,2,0,0.0,0.0090472875058437,0,low
56746,0.113846489,35,0,3556.0,0.0,21,0,1,0,2.0,0.0263131841229568,0,low
56747,0.007557547,60,0,37.0,0.0,6,0,0,0,0.0,0.0031636918391935,0,low
56748,0.416829159,41,0,0.484861287,7100.0,5,0,2,0,0.0,0.0268609800972348,0,low
56749,0.34974601,46,0,0.293353323,2000.0,6,0,0,0,0.0,0.0331229986663786,0,low
56750,0.269397781,50,0,0.732155313,4300.0,22,0,1,0,4.0,0.0548080434712201,0,low
56751,0.988023952,28,0,15.41666667,35.0,4,1,0,1,2.0,0.4955855125121104,1,medium
56752,0.803114477,68,0,0.249715154,10531.0,9,0,1,0,0.0,0.0207707111466272,0,low
56753,0.068414742,58,0,0.573634204,5893.0,10,0,1,0,0.0,0.0193320976904488,0,low
56754,0.782566492,64,0,0.035151515,3299.0,12,0,0,0,0.0,0.0878246388550536,0,low
56755,0.9999999,48,0,0.11759412,13333.0,1,0,1,0,1.0,0.0652149421366788,0,low
56756,0.016453865,65,0,0.021171489,1416.0,7,0,0,0,0.0,0.0063081817703001,0,low
56757,0.98728552,54,3,0.279400811,12082.0,11,0,1,0,2.0,0.2636387342016306,1,medium
56758,0.053048503,37,0,0.187759728,2646.0,6,0,0,0,1.0,0.0113445337580897,0,low
56759,0.040250466,65,0,0.082489689,8000.0,8,0,1,0,0.0,0.0048012868829259,0,low
56760,0.009037373,67,0,0.305491463,2166.0,14,0,1,0,0.0,0.0117011477023347,0,low
56761,0.410073369,39,1,0.231216189,4990.0,6,0,0,0,3.0,0.0729860534141434,0,low
56762,0.739478958,49,0,0.004712535,2121.0,2,1,0,0,0.0,0.3841233572378068,1,medium
56763,0.524626154,55,0,10215.0,,13,0,2,0,1.0,0.0245630809062166,0,low
56764,0.00557793,58,0,0.215068651,8666.0,12,0,2,0,3.0,0.0058510812241164,0,low
56765,0.898040784,27,2,0.103930713,1500.0,7,0,0,0,0.0,0.3246040521978327,1,medium
56766,0.085858868,68,0,654.0,,14,0,1,0,0.0,0.0074925813142025,0,low
56767,0.001911069,55,0,15.0,,6,0,0,0,0.0,0.0050287430978127,0,low
56768,0.181427529,40,0,458.0,,6,0,0,0,0.0,0.0175328863163432,0,low
56769,0.040044544,74,0,0.011552988,4500.0,4,0,0,0,1.0,0.0028705732101577,0,low
56770,0.012954205,79,0,0.004452494,13250.0,9,0,0,0,0.0,0.0068664362259325,0,low
56771,0.036743332,54,0,2472.0,,8,0,2,0,0.0,0.0077019330160937,0,low
56772,0.25198371,39,0,0.0449985,30000.0,6,0,1,0,4.0,0.0216525721077209,0,low
56773,0.880839437,38,1,0.49836525,4281.0,15,0,1,0,2.0,0.2206673930658533,1,medium
56774,0.126441741,59,1,0.181489917,18000.0,8,0,1,0,2.0,0.0260191818761955,0,low
56775,0.098258035,52,0,0.161096829,3500.0,8,0,0,0,2.0,0.0107377717755299,0,low
56776,0.009349533,80,0,0.003568879,1400.0,4,0,0,0,0.0,0.0042715336984802,0,low
56777,0.04726694,73,0,0.207056639,14000.0,11,0,1,0,1.0,0.0063185345299152,0,low
56778,0.919533389,69,0,0.383149066,2622.0,6,0,2,0,0.0,0.0257697990286976,0,low
56779,0.568782528,62,0,902.0,,3,0,1,0,0.0,0.0262451500550984,0,low
56780,0.113788939,60,0,0.652024291,4939.0,5,0,2,0,0.0,0.0108601460096006,0,low
56781,0.278295346,55,0,0.049329223,12000.0,6,0,0,0,0.0,0.0104210599443496,0,low
56782,0.9999999,43,0,223.0,,0,0,0,0,0.0,0.165771809299563,1,medium
56783,0.945464461,57,0,0.524517475,3833.0,6,0,0,0,0.0,0.0505004378276886,0,low
56784,0.043742202,47,0,0.62675094,5853.0,19,0,3,0,3.0,0.025300307026217,0,low
56785,0.180072797,39,0,0.200974878,8000.0,5,0,1,0,1.0,0.013999709504829,0,low
56786,0.9999999,47,0,0.412693812,6900.0,11,0,2,0,0.0,0.0593020063039849,0,low
56787,0.01474875,71,0,228.0,,11,0,1,0,0.0,0.0063725431679533,0,low
56788,0.066182968,31,0,0.550907912,3083.0,5,0,1,0,0.0,0.0184686791710738,0,low
56789,0.037717197,51,0,0.32591852,4000.0,10,0,1,0,1.0,0.0117720795123113,0,low
56790,0.0,66,0,0.214630895,6000.0,6,0,1,0,2.0,0.0082206739631263,0,low
56791,0.069750314,63,0,1443.0,,17,0,1,0,0.0,0.0080215554167276,0,low
56792,0.023760773,54,0,0.64960546,4688.0,12,0,2,0,0.0,0.0196668967781015,0,low
56793,0.330443695,62,0,4292.0,,10,0,1,0,3.0,0.0128780082102945,0,low
56794,0.136902007,67,0,2072.0,,7,0,2,0,0.0,0.0041859261459364,0,low
56795,0.027944112,52,1,0.211622162,8500.0,5,0,1,0,0.0,0.0292094010014528,0,low
56796,0.9999999,61,1,2090.0,,4,4,0,0,0.0,0.3838182073095153,1,medium
56797,0.47952048,25,1,0.0316403,1200.0,1,0,0,0,3.0,0.2536028117521663,1,medium
56798,0.301284936,44,0,0.428057194,10000.0,5,0,1,0,0.0,0.0235007474314291,0,low
56799,0.005342751,62,0,0.001629388,6750.0,8,0,0,0,0.0,0.0036726017486707,0,low
56800,0.034685332,81,0,51.0,,4,0,0,0,0.0,0.0030939067375322,0,low
56801,0.600019464,36,0,0.200699825,4000.0,4,0,0,0,0.0,0.0389193302135587,0,low
56802,0.09119676,36,0,0.370865009,4866.0,6,0,2,0,0.0,0.0119425427979011,0,low
56803,0.08730607,72,0,0.01086862,11500.0,4,0,0,0,1.0,0.0040200749376863,0,low
56804,0.187219767,63,0,0.011599227,15000.0,4,0,0,0,0.0,0.0116324913079465,0,low
56805,0.401572656,54,0,0.531960012,3300.0,10,0,0,0,1.0,0.0443211994139072,0,low
56806,0.984414057,66,1,0.097042899,2400.0,11,0,0,0,0.0,0.1563356277550457,1,medium
56807,0.758476772,52,0,0.250741328,14500.0,15,0,1,0,1.0,0.0496125797290548,0,low
56808,0.214272717,41,0,0.205665318,4200.0,9,0,1,0,2.0,0.0231047125842241,0,low
56809,0.911398246,31,1,0.806738245,2700.0,6,0,1,0,0.0,0.1985751317968067,1,medium
56810,0.252921764,44,0,0.262470377,17300.0,15,0,1,0,2.0,0.0221568653664993,0,low
56811,0.056303361,59,0,940.0,,2,0,1,0,0.0,0.0049335476622532,0,low
56812,0.086792143,46,0,0.411045866,6300.0,5,0,2,0,2.0,0.0116105856755995,0,low
56813,0.9999999,47,0,0.571145533,5551.0,4,0,1,0,2.0,0.090817704365842,0,low
56814,0.30690665,32,0,1633.0,,7,0,1,0,0.0,0.025820214726857,0,low
56815,0.20016571,48,0,0.243775622,10000.0,6,0,2,0,2.0,0.0127819412874127,0,low
56816,0.0,42,2,2274.0,,5,0,1,0,0.0,0.0849276882866156,0,low
56817,0.043848904,76,0,0.006932409,7500.0,4,0,0,0,1.0,0.0038684212902895,0,low
56818,0.324980883,39,0,0.237073603,15800.0,7,0,2,0,3.0,0.0212566994905328,0,low
56819,0.003735525,66,0,1001.0,,6,0,1,0,0.0,0.0030686520726822,0,low
56820,0.459081836,34,1,1.504479669,1450.0,3,0,1,0,0.0,0.1045834370801433,1,medium
56821,0.934030258,34,1,0.099376971,13000.0,10,0,0,0,0.0,0.0963392220797681,0,low
56822,0.0,70,0,0.296783869,6000.0,11,0,1,1,0.0,0.0986542085944999,0,low
56823,0.730162131,59,1,0.260144988,12000.0,8,0,2,0,4.0,0.0392150120775688,0,low
56824,0.028589517,69,0,0.778073975,6001.0,9,0,3,0,0.0,0.0135549185005744,0,low
56825,0.10920614,35,0,0.450287229,4525.0,13,0,1,0,0.0,0.0283377857124106,0,low
56826,0.259163555,66,0,0.105954335,6700.0,11,0,0,0,0.0,0.018192801366599,0,low
56827,0.098404501,45,0,0.232823882,7000.0,9,0,1,0,0.0,0.0101041580165868,0,low
56828,0.058118968,78,0,0.002755494,45000.0,5,0,0,0,1.0,0.004172050200339,0,low
56829,0.075831713,60,0,0.138546688,5600.0,10,0,1,0,3.0,0.0140375102781095,0,low
56830,0.050126473,54,0,0.334377708,15000.0,22,0,10,0,2.0,0.0218091726023407,0,low
56831,0.067415299,61,0,4267.0,,16,0,2,0,0.0,0.0094324875985226,0,low
56832,0.073686639,40,0,1.164611796,3000.0,3,0,1,0,1.0,0.0230912499424886,0,low
56833,0.05112436,34,0,0.007891492,4054.0,3,0,0,0,0.0,0.0070605693302947,0,low
56834,0.145921749,38,0,0.285419887,1940.0,10,0,0,0,2.0,0.0325769568796152,0,low
56835,0.322302527,55,0,0.891304348,4875.0,19,0,2,0,0.0,0.0770589561285699,0,low
56836,0.271847559,70,0,0.314708369,11829.0,18,0,1,0,0.0,0.0213078182851648,0,low
56837,0.005515557,74,0,0.251101322,2950.0,7,0,0,0,0.0,0.0062412872277264,0,low
56838,0.018367706,40,0,0.316700382,4448.0,14,0,1,0,1.0,0.0108802719521692,0,low
56839,0.056995616,34,0,1.583416583,1000.0,4,0,1,0,1.0,0.0137613795575833,0,low
56840,0.140389639,40,0,0.45576217,8442.0,7,0,2,0,5.0,0.019878702056275,0,low
56841,0.0,56,0,0.828028662,6000.0,7,0,3,0,0.0,0.027400461373614,0,low
56842,0.573345741,51,0,0.390588235,8074.0,13,0,1,0,5.0,0.0279365719589854,0,low
56843,0.0,55,0,0.223707147,1720.0,8,0,1,0,0.0,0.013286471166603,0,low
56844,0.005396357,54,0,0.104624174,5600.0,11,0,2,0,2.0,0.0078131487784676,0,low
56845,0.0,70,0,10.0,,7,0,0,0,0.0,0.004106249528544,0,low
56846,0.358705652,62,1,0.562002078,5773.0,5,0,2,0,0.0,0.0664930123729482,0,low
56847,0.633711935,59,2,0.565686863,5000.0,10,0,1,0,0.0,0.1874379006021505,1,medium
56848,0.028549985,77,0,0.056121117,3830.0,10,0,0,0,1.0,0.006551929860684,0,low
56849,0.227454949,62,0,0.249000129,7750.0,12,0,2,0,0.0,0.0182852107953748,0,low
56850,0.080073652,46,1,2232.0,,16,0,3,0,0.0,0.0501079016612384,0,low
56851,0.0,30,0,0.889364739,1400.0,3,0,1,0,0.0,0.0213322214538536,0,low
56852,0.07223543,53,0,0.112490869,5475.0,13,0,1,0,0.0,0.0114036440650641,0,low
56853,0.041809887,77,0,0.007191658,2780.0,3,0,0,0,0.0,0.0051937079499396,0,low
56854,0.9999999,66,0,73.0,,4,0,0,0,0.0,0.0257112513568334,0,low
56855,0.199129446,78,1,7000.0,,11,0,5,0,0.0,0.0402235209910009,0,low
56856,0.240362562,39,0,0.097975506,4000.0,5,0,0,0,3.0,0.0230699695094282,0,low
56857,0.004999688,47,2,0.425268496,6703.0,11,0,2,0,2.0,0.068521070208169,0,low
56858,0.390339651,56,0,0.332588538,8950.0,18,0,1,0,0.0,0.0260512075779911,0,low
56859,0.253991534,54,0,0.287983776,11833.0,9,0,3,0,2.0,0.0123323409512924,0,low
56860,0.987122874,48,0,0.429682293,4500.0,5,0,1,0,2.0,0.1000414530319032,1,medium
56861,0.145469541,51,0,1395.0,1.0,8,0,2,0,0.0,0.008820405662878,0,low
56862,0.03009949,46,0,17.0,,2,0,0,1,0.0,0.0831008262768098,0,low
56863,0.111242645,56,0,0.257207039,2670.0,7,0,2,0,1.0,0.0143825487370614,0,low
56864,0.0,53,0,0.317534283,7510.0,8,0,2,0,1.0,0.0133224365474284,0,low
56865,0.166610278,34,0,0.252514558,5666.0,9,0,1,0,0.0,0.0185098184058765,0,low
56866,0.837032593,43,0,0.383731928,7400.0,8,0,1,0,3.0,0.0479738355550299,0,low
56867,0.02098034,80,0,16.0,,2,0,0,0,0.0,0.0031241702603807,0,low
56868,0.9999999,39,3,464.0,,1,0,0,0,0.0,0.2289672260292022,1,medium
56869,0.984152139,49,3,0.158669226,4688.0,5,0,0,0,2.0,0.2488367266056719,1,medium
56870,0.000202243,52,0,0.280592899,2900.0,12,0,1,0,1.0,0.0174783845641235,0,low
56871,0.35040551,27,0,447.0,,4,0,0,0,0.0,0.0340779049062429,0,low
56872,0.695844603,30,1,0.402199267,3000.0,7,0,0,0,2.0,0.1347967082479336,1,medium
56873,0.320618962,71,0,0.488297088,10851.0,10,0,3,0,1.0,0.019535648534405,0,low
56874,0.159425805,54,0,0.544573369,14133.0,10,0,2,0,1.0,0.0389129203003287,0,low
56875,0.625374625,53,0,2979.0,,4,0,1,0,0.0,0.0346929174039106,0,low
56876,0.05559722,86,0,0.007998,4000.0,3,0,0,0,0.0,0.0034563203880765,0,low
56877,0.948398481,34,0,0.392832393,10100.0,12,0,2,0,1.0,0.1234469460355201,1,medium
56878,0.14845509,52,0,0.18109617,12716.0,12,0,2,0,4.0,0.0101780945489233,0,low
56879,0.01855431,60,0,0.298440312,3333.0,15,0,2,0,0.0,0.0118326485195789,0,low
56880,0.046692128,38,0,1582.0,,8,0,1,0,0.0,0.0081789007218708,0,low
56881,0.328991976,43,0,0.847197429,2800.0,9,0,2,0,2.0,0.0490131467153981,0,low
56882,0.077606286,69,0,1649.0,,11,0,1,0,0.0,0.0062365339329348,0,low
56883,0.0,44,0,0.353047495,9958.0,9,0,3,0,0.0,0.0174724345105665,0,low
56884,0.005379406,57,0,0.208571809,7512.0,4,0,1,0,1.0,0.0044757857874705,0,low
56885,0.021392559,65,0,513.0,0.0,16,0,1,0,0.0,0.0077906483360261,0,low
56886,0.340797071,54,0,0.385687977,3800.0,11,0,0,1,0.0,0.1056912656813089,1,medium
56887,0.004082993,47,0,2620.0,,8,0,2,0,0.0,0.0086332028427955,0,low
56888,0.279486026,62,0,3099.0,,3,0,1,0,0.0,0.0085744412775782,0,low
56889,0.090418708,52,0,0.369515435,10916.0,25,0,4,0,0.0,0.0338843881060984,0,low
56890,0.205172644,28,0,0.239364428,1950.0,5,0,0,0,0.0,0.027743717679527,0,low
56891,1.019709394,45,0,0.559388122,3333.0,9,0,1,0,0.0,0.0973149782433091,0,low
56892,0.0,81,0,0.0,3500.0,3,0,0,0,0.0,0.0042062640892737,0,low
56893,0.006130345,77,0,0.001666111,3000.0,3,0,0,0,0.0,0.005043159947762,0,low
56894,0.028880166,71,0,2351.0,,10,0,1,0,0.0,0.0063632862535732,0,low
56895,0.002916424,29,0,0.000196928,5077.0,2,0,0,0,3.0,0.0089175252001356,0,low
56896,1.053189362,39,0,0.574485103,5000.0,6,0,2,0,0.0,0.1037034812482378,1,medium
56897,0.001640353,50,0,0.071414747,5166.0,8,0,1,0,3.0,0.0062107207445924,0,low
56898,0.133080095,35,1,0.186542591,6984.0,8,0,1,2,0.0,0.1451737155576974,1,medium
56899,0.095120405,51,0,0.250627825,9954.0,10,0,1,0,3.0,0.0093134926256714,0,low
56900,0.9999999,39,0,16.0,,0,1,0,0,0.0,0.4155803618816976,1,medium
56901,0.265991134,61,0,0.238823025,7000.0,9,0,2,0,0.0,0.0195236311207713,0,low
56902,0.0,83,0,0.00719928,10000.0,5,0,0,0,0.0,0.0068478226134859,0,low
56903,0.383245161,39,1,0.138351059,11000.0,11,0,0,0,0.0,0.04946810895988,0,low
56904,0.0,56,0,0.097726461,8400.0,5,0,1,0,1.0,0.0091620889247571,0,low
56905,0.692707325,50,0,6270.0,,15,0,1,0,0.0,0.0628352988346831,0,low
56906,0.00099998,37,0,2212.0,,9,0,1,0,3.0,0.0080275093667881,0,low
56907,0.014101271,31,0,0.008725686,5500.0,16,0,0,0,0.0,0.0120708278253548,0,low
56908,0.173372697,57,0,0.142685851,833.0,5,0,0,0,0.0,0.0111751736538572,0,low
56909,0.458545121,46,0,0.031368821,5259.0,1,0,0,0,1.0,0.0398728523904639,0,low
56910,0.926911752,41,0,0.293613548,4900.0,14,0,0,0,1.0,0.0891910197257902,0,low
56911,0.895964307,61,0,2700.0,,8,0,1,0,0.0,0.0209360414417537,0,low
56912,0.383146739,53,0,0.453060771,9000.0,18,0,5,0,0.0,0.0332448113991906,0,low
56913,0.0,61,0,0.0,,7,0,0,0,0.0,0.0047019366709418,0,low
56914,0.356821589,24,0,0.020979021,1000.0,3,0,0,0,0.0,0.0378998802145651,0,low
56915,0.338760354,44,0,0.404118993,2184.0,5,0,0,0,0.0,0.0249848045836896,0,low
56916,0.0,39,0,0.215737491,12250.0,5,0,2,0,2.0,0.008277818019408,0,low
56917,0.007366544,59,0,0.263142566,20600.0,10,0,2,0,3.0,0.0058640466399208,0,low
56918,0.01916507,38,0,0.178205449,4000.0,7,0,1,0,3.0,0.010395627718285,0,low
56919,0.012689152,41,0,0.198200277,4333.0,4,0,1,0,1.0,0.007960853450986,0,low
56920,0.008199672,85,0,786.0,0.0,5,0,0,0,0.0,0.0027632003739466,0,low
56921,0.006772419,78,0,4.0,,6,0,0,0,0.0,0.0026934317003729,0,low
56922,0.592012769,63,0,2341.0,,16,0,0,0,3.0,0.0260097578602734,0,low
56923,0.047347633,63,0,0.192467922,6000.0,5,0,0,0,0.0,0.0052085286809774,0,low
56924,0.249985956,70,1,0.2860643,16733.0,7,0,2,0,0.0,0.0365663589286739,0,low
56925,0.006919723,49,0,1730.0,,12,0,2,0,0.0,0.0060614641372672,0,low
56926,0.903421939,39,0,0.507725868,5500.0,6,0,2,0,1.0,0.0805403247125085,0,low
56927,0.051507519,59,0,0.056409903,14500.0,8,0,1,0,2.0,0.0045304838132969,0,low
